state,total_medicaid_enrollees,total_viii_group_enrollees,total_viii_group_newly_eligible_enrollees,total_viii_group_not_newly_eligible_enrollees,updated_year,updated_month,enrollment_year,enrollment_month,location,notes
North Dakota,93445,21003,20002,1001,2017,9,2016,8,"North Dakota
(47.446305, -100.46931)",Awaiting state reporting/enrollment reasonableness review in progress
New Jersey,1697455,563309,563309,"",2017,9,2016,7,"New Jersey
(40.110253, -74.655514)",""
New Mexico,747501,179931,179931,0,2016,12,2014,11,"New Mexico
(34.421369, -106.108388)",""
Texas,3974592,"","","",2016,12,2014,3,"Texas
(31.447238, -99.317341)",""
Connecticut,819855,187271,173239,14032,2017,7,2015,3,"Connecticut
(41.575155, -72.738288)",""
District of Columbia,246598,105292,66417,38875,2018,8,2016,10,"District of Columbia
(38.904785, -77.016275)",""
Pennsylvania,2108026,"","","",2016,12,2014,4,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Washington,1773109,563821,548782,15039,2017,7,2015,9,"Washington
(47.411715, -120.592492)",""
Maine,279024,"","","",2017,7,2015,1,"Maine
(45.117911, -69.06137)",""
Colorado,1366880,453135,450774,2361,2018,8,2017,7,"Colorado
(38.998552, -105.547832)",""
Iowa,551427,117698,109028,8670,2016,12,2014,11,"Iowa
(42.074659, -93.500061)",""
Missouri,968154,"","","",2019,12,2018,1,"Missouri
(38.3675, -92.477244)",""
Texas,3909233,"","","",2016,12,2014,2,"Texas
(31.447238, -99.317341)",""
Michigan,2315163,625564,582268,43296,2017,9,2016,9,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
N. Mariana Islands,17000,"","","",2016,12,2014,9,"",""
Kentucky,1271289,428199,428199,0,2017,7,2015,3,"Kentucky
(37.526683, -85.290484)",""
Utah,326119,"","","",2017,7,2015,1,"Utah
(39.323779, -111.678222)",""
N. Mariana Islands,17000,"","","",2016,12,2014,10,"",""
Iowa,509705,72215,70440,1775,2016,12,2014,2,"Iowa
(42.074659, -93.500061)",""
Texas,4251735,"","","",2019,12,2018,6,"Texas
(31.447238, -99.317341)",""
Texas,4052864,"","","",2016,12,2014,5,"Texas
(31.447238, -99.317341)",""
Utah,313626,"","","",2016,12,2014,5,"Utah
(39.323779, -111.678222)",""
Montana,242116,83284,83284,0,2018,8,2017,7,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
New Jersey,1693994,567110,567110,0,2019,12,2018,4,"New Jersey
(40.110253, -74.655514)",""
Alabama,1036942,"","","",2017,9,2016,9,"Alabama
(32.756889, -86.844516)",""
Tennessee,1654238,"","","",2017,7,2015,12,"Tennessee
(35.842998, -86.343226)",""
Pennsylvania,2746922,798738,757557,41181,2019,12,2018,2,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Virgin Islands,22636,8832,"",8832,2019,12,2017,10,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Connecticut,810404,171831,158503,13328,2017,7,2015,7,"Connecticut
(41.575155, -72.738288)",""
Massachusetts,1875935,410851,0,410851,2017,7,2015,4,"Massachusetts
(42.151077, -71.481104)",""
Montana,260270,98314,98314,0,2019,12,2018,5,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Delaware,210432,59719,9177,50542,2017,7,2015,9,"Delaware
(38.994926, -75.452394)",""
Texas,4282506,"","","",2017,7,2015,5,"Texas
(31.447238, -99.317341)",""
Florida,3917285,"","","",2019,12,2018,3,"Florida
(28.260731, -82.420978)",""
Connecticut,848318,182013,170930,11083,2016,12,2014,11,"Connecticut
(41.575155, -72.738288)",""
Louisiana,1415349,"","","",2017,7,2015,5,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Connecticut,840619,200988,186967,14021,2017,7,2015,12,"Connecticut
(41.575155, -72.738288)",""
Wyoming,64093,"","","",2017,9,2016,4,"Wyoming
(42.999627, -107.55145)",""
Arizona,1727890,354143,68290,285853,2017,7,2015,2,"Arizona
(34.293239, -111.664616)",""
Totals,76137348,13899761,10367050,3532675,2017,7,2015,10,"",""
Louisiana,1624724,445598,445598,0,2018,8,2017,9,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
District of Columbia,245675,112703,72069,40634,2017,9,2016,2,"District of Columbia
(38.904785, -77.016275)",""
Kansas,377152,"","","",2018,8,2017,5,"Kansas
(38.484729, -98.38018)",""
Wyoming,60045,"","","",2019,12,2017,11,"Wyoming
(42.999627, -107.55145)",""
Puerto Rico,1135396,401565,"",401565,2017,7,2015,5,"Puerto Rico
(18.215692, -66.414655)",""
Oregon,1075072,517466,453684,63782,2017,7,2015,6,"Oregon
(43.940449, -120.605279)",""
Hawaii,331806,118455,22497,95958,2018,8,2017,4,"Hawaii
(21.361013, -157.854309)",""
Wisconsin,1185378,"","","",2019,12,2017,11,"Wisconsin
(44.639954, -89.732969)",""
Virginia,992788,"","","",2017,7,2015,11,"Virginia
(37.510861, -78.666382)",""
Kentucky,1338120,474562,474562,0,2018,8,2017,5,"Kentucky
(37.526683, -85.290484)",""
N. Mariana Islands,1128,"","","",2019,12,2017,10,"",""
Indiana,1040282,"","","",2016,12,2014,12,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Kansas,363360,"","","",2016,12,2014,3,"Kansas
(38.484729, -98.38018)",""
Louisiana,1650457,483884,483884,0,2019,12,2018,4,"Louisiana
(30.921314, -91.840238)","Louisiana is expanding its Medicaid program by adopting the VIII Group on July 1, 2016."
Virgin Islands,14095,"","","",2016,12,2014,4,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Idaho,301233,"","","",2017,7,2015,9,"Idaho
(44.389073, -114.659366)",""
South Dakota,108352,"","","",2017,9,2016,1,"South Dakota
(44.43614, -100.230491)",""
Virgin Islands,17594,3983,"",3983,2018,8,2017,8,"Virgin Islands
(18.060868, -64.840836)","Virgin Islands expanded its Mediciad program by adopting the VIII Group on June 1, 2015."
Mississippi,687906,"","","",2019,12,2018,5,"Mississippi
(32.713378, -89.65344)",""
Mississippi,651448,"","","",2016,12,2014,2,"Mississippi
(32.713378, -89.65344)",""
Alaska,117568,"","","",2016,12,2014,6,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Puerto Rico,1253375,372615,"",372615,2018,8,2017,6,"Puerto Rico
(18.215692, -66.414655)",""
Indiana,1327002,310196,310196,0,2019,12,2018,3,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Missouri,807219,"","","",2016,12,2014,9,"Missouri
(38.3675, -92.477244)",""
Michigan,2273958,585168,547159,38009,2017,7,2015,5,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Arizona,1799729,377144,92235,284909,2017,7,2015,7,"Arizona
(34.293239, -111.664616)",""
South Carolina,1260460,"","","",2018,8,2016,11,"South Carolina
(33.878572, -80.864614)",""
Oregon,958403,455939,381084,74855,2019,12,2017,12,"Oregon
(43.940449, -120.605279)",""
Oklahoma,651361,"","","",2019,12,2018,4,"Oklahoma
(35.583449, -97.508297)",""
Oregon,1037336,507734,428525,79209,2017,9,2016,8,"Oregon
(43.940449, -120.605279)",""
Delaware,212189,60805,9246,51559,2017,7,2015,8,"Delaware
(38.994926, -75.452394)",""
New Mexico,858847,252302,252302,0,2019,12,2017,10,"New Mexico
(34.421369, -106.108388)",""
North Carolina,2044377,"","","",2017,9,2016,6,"North Carolina
(35.52603, -79.130883)",""
Maine,276093,"","","",2017,7,2015,5,"Maine
(45.117911, -69.06137)",""
Louisiana,1376651,"","","",2017,7,2015,1,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Kansas,367920,"","","",2016,12,2014,10,"Kansas
(38.484729, -98.38018)",""
Montana,136600,"","","",2017,7,2015,9,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
North Carolina,2147230,"","","",2019,12,2018,1,"North Carolina
(35.52603, -79.130883)",""
Iowa,574772,138106,128901,9205,2017,7,2015,6,"Iowa
(42.074659, -93.500061)",""
New York,6121900,1976856,283681,1693175,2018,8,2017,1,"New York
(42.921241, -75.59655)",""
Pennsylvania,2847214,786549,745383,41166,2018,8,2017,7,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Michigan,2300044,595403,554277,41126,2017,7,2015,10,"Michigan
(44.874798, -85.730977)","Michigan expanded its Medicaid program by adopting the VIII Group on April 1, 2014."
Indiana,1082404,"","","",2016,12,2014,3,"Indiana
(39.919991, -86.2818)",""
Wisconsin,1190364,"","","",2017,9,2016,9,"Wisconsin
(44.639954, -89.732969)",""
Puerto Rico,1305761,397929,"",397929,2017,9,2016,1,"Puerto Rico
(18.215692, -66.414655)",""
Minnesota,1089231,206738,205910,828,2018,8,2017,7,"Minnesota
(46.349153, -94.198308)",""
Louisiana,1593231,342075,342075,0,2018,8,2016,10,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Alabama,1047957,"","","",2016,12,2014,8,"Alabama
(32.756889, -86.844516)",""
South Carolina,1254084,"","","",2019,12,2018,5,"South Carolina
(33.878572, -80.864614)",""
North Dakota *,92595,20515,19468,1047,2018,8,2017,6,"North Dakota *
(47.446305, -100.46931)",Awaiting state reporting/enrollment reasonableness review in progress
Nevada,590443,203292,203292,"",2017,9,2016,2,"Nevada
(39.283294, -114.916992)",""
Nebraska,229476,"","","",2018,8,2017,6,"Nebraska
(41.527099, -99.810595)",""
Nevada,598715,215236,215236,0,2019,12,2018,1,"Nevada
(39.283294, -114.916992)",""
Connecticut,892461,229718,199168,30550,2018,8,2017,7,"Connecticut
(41.575155, -72.738288)",""
Montana,204275,48911,48911,"",2017,9,2016,4,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
New York,6113605,1894472,267908,1626564,2017,9,2016,6,"New York
(42.921241, -75.59655)",""
Ohio,3087798,714230,654717,59513,2018,8,2017,3,"Ohio
(40.415534, -82.70936)",""
Pennsylvania,2511834,447573,395345,52228,2017,7,2015,5,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Maine,260361,"","","",2018,8,2017,3,"Maine
(45.117911, -69.06137)",""
California,13189670,3260743,3260743,0,2017,7,2015,10,"California
(37.211164, -119.662127)",Awaiting state reporting/enrollment reasonableness review in progress
Louisiana,1382355,"","","",2017,7,2015,2,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Colorado,1209912,347761,346164,1597,2017,7,2015,3,"Colorado
(38.998552, -105.547832)",""
Vermont,178664,58855,0,58855,2019,12,2018,2,"Vermont
(44.075252, -72.662695)",""
Nebraska,239851,"","","",2018,8,2017,1,"Nebraska
(41.527099, -99.810595)",""
Arkansas,920504,294581,294263,318,2019,12,2018,1,"Arkansas
(34.899825, -92.439162)",""
North Carolina,1939481,"","","",2016,12,2014,12,"North Carolina
(35.52603, -79.130883)",""
Pennsylvania,2565097,499917,445532,54385,2017,7,2015,7,"Pennsylvania
(40.896694, -77.838886)","Pennsylvania expanded its Medicaid program by adopting the VIII Group on January 1, 2015."
Washington,1794778,578291,565071,13220,2018,8,2017,9,"Washington
(47.411715, -120.592492)",""
South Dakota,108865,"","","",2017,7,2015,1,"South Dakota
(44.43614, -100.230491)",""
Mississippi,727356,"","","",2017,7,2015,10,"Mississippi
(32.713378, -89.65344)",""
Hawaii,328358,117409,22097,95312,2018,8,2017,8,"Hawaii
(21.361013, -157.854309)",""
Vermont,203065,58341,"",58341,2017,7,2015,7,"Vermont
(44.075252, -72.662695)",""
Massachusetts,1786192,301674,0,301674,2016,12,2014,5,"Massachusetts
(42.151077, -71.481104)",""
Rhode Island,279786,59908,59908,"",2017,9,2016,2,"Rhode Island
(41.572574, -71.534637)",""
Colorado,1321725,425513,423462,2051,2017,9,2016,3,"Colorado
(38.998552, -105.547832)",""
New Hampshire,190788,55617,55509,108,2019,12,2017,11,"New Hampshire
(43.680429, -71.57139)","New Hampshire expanded its Medicaid program by adopting the VIII Group on August 15, 2014"
Iowa,570133,132500,123513,8987,2017,7,2015,4,"Iowa
(42.074659, -93.500061)",""
Hawaii,331897,117661,22426,95235,2018,8,2017,1,"Hawaii
(21.361013, -157.854309)",""
West Virginia,532431,155839,155839,0,2017,7,2015,2,"West Virginia
(38.642579, -80.613729)",""
Montana,206780,51033,51033,"",2017,9,2016,5,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
Georgia,1834418,"","","",2018,8,2017,2,"Georgia
(32.638481, -83.426574)",""
Montana,146553,"","","",2016,12,2014,8,"Montana
(47.033521, -109.645127)","Montana expanded its Medicaid program by adopting the VIII Group on January 1, 2016."
New York,6651763,2135811,250004,1885807,2017,7,2015,4,"New York
(42.921241, -75.59655)",""
North Dakota,92901,21003,19973,1030,2018,8,2017,1,"North Dakota
(47.446305, -100.46931)",Awaiting state reporting/enrollment reasonableness review in progress
Wisconsin,1185637,"","","",2018,8,2017,6,"Wisconsin
(44.639954, -89.732969)",""
Wyoming,66461,"","","",2017,7,2015,6,"Wyoming
(42.999627, -107.55145)",""
American Samoa,36726,"","","",2017,7,2015,9,"",""
North Dakota,81398,9350,9201,149,2016,12,2014,4,"North Dakota
(47.446305, -100.46931)",""
Alaska,121071,"","","",2016,12,2014,11,"Alaska
(63.631126, -151.631889)","Alaska expanded its Medicaid program by adopting the VIII Group on September 1, 2015."
Minnesota,1107289,207469,206853,616,2019,12,2018,4,"Minnesota
(46.349153, -94.198308)",""
West Virginia,504018,138395,138395,0,2016,12,2014,7,"West Virginia
(38.642579, -80.613729)",""
Maine,274915,"","","",2017,7,2015,6,"Maine
(45.117911, -69.06137)",""
Wyoming,68320,"","","",2016,12,2014,6,"Wyoming
(42.999627, -107.55145)",""
Maine,259215,"","","",2018,8,2017,5,"Maine
(45.117911, -69.06137)",""
Maine,298463,"","","",2016,12,2014,3,"Maine
(45.117911, -69.06137)",""
Louisiana,1440553,"","","",2017,7,2015,8,"Louisiana
(30.921314, -91.840238)","Louisiana expanded its Medicaid program by adopting the VIII Group on July 1, 2016."
Puerto Rico,1265139,387916,"",387916,2019,12,2018,2,"Puerto Rico
(18.215692, -66.414655)",""
Arkansas,917921,284342,283961,381,2019,12,2018,6,"Arkansas
(34.899825, -92.439162)",""
Vermont,189504,50204,0,50204,2016,12,2014,10,"Vermont
(44.075252, -72.662695)",""
Washington,1821923,599159,584484,14675,2017,9,2016,8,"Washington
(47.411715, -120.592492)",""
Kansas,360250,"","","",2019,12,2017,10,"Kansas
(38.484729, -98.38018)",""
Alabama,1016805,"","","",2018,8,2017,4,"Alabama
(32.756889, -86.844516)",""
Kansas,370922,"","","",2017,7,2015,6,"Kansas
(38.484729, -98.38018)",""
Indiana,1356203,446208,326576,119632,2019,12,2018,1,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Tennessee,1683976,"","","",2017,9,2016,2,"Tennessee
(35.842998, -86.343226)",""
Utah,299983,"","","",2019,12,2017,11,"Utah
(39.323779, -111.678222)",""
Virgin Islands,23349,3933,"",3933,2018,8,2016,12,"Virgin Islands
(18.060868, -64.840836)","Virgin Islands expanded its Mediciad program by adopting the VIII Group on June 1, 2015."
Iowa,549935,110533,106093,4440,2016,12,2014,6,"Iowa
(42.074659, -93.500061)",""
Minnesota,1154754,192814,192106,708,2017,9,2016,2,"Minnesota
(46.349153, -94.198308)",""
Colorado,1343979,449591,447272,2319,2018,8,2017,1,"Colorado
(38.998552, -105.547832)",""
Arkansas,818235,230456,188982,41474,2016,12,2014,4,"Arkansas
(34.899825, -92.439162)",""
Nebraska,234004,"","","",2016,12,2014,1,"Nebraska
(41.527099, -99.810595)",""
Maine,265229,"","","",2017,9,2016,7,"Maine
(45.117911, -69.06137)",""
Nebraska,233048,"","","",2017,7,2015,12,"Nebraska
(41.527099, -99.810595)",""
Minnesota,1098818,204765,204047,718,2019,12,2018,5,"Minnesota
(46.349153, -94.198308)",""
Oklahoma,674517,"","","",2018,8,2017,7,"Oklahoma
(35.583449, -97.508297)",""
Arkansas,960570,283195,258937,24258,2017,7,2015,10,"Arkansas
(34.899825, -92.439162)",""
Kentucky,1281542,443200,443200,"",2017,9,2016,3,"Kentucky
(37.526683, -85.290484)",""
Oregon,1012482,484430,402492,81938,2018,8,2017,5,"Oregon
(43.940449, -120.605279)",""
Colorado,1021745,231478,230109,1369,2016,12,2014,5,"Colorado
(38.998552, -105.547832)",""
Alabama,1047623,"","","",2017,7,2015,3,"Alabama
(32.756889, -86.844516)",""
Alabama,1053898,"","","",2017,7,2015,8,"Alabama
(32.756889, -86.844516)",""
Wyoming,72680,"","","",2016,12,2014,9,"Wyoming
(42.999627, -107.55145)",""
New Jersey,1692408,566732,566732,0,2019,12,2018,5,"New Jersey
(40.110253, -74.655514)",""
Illinois,2761797,744645,639116,105529,2021,5,2020,6,"Illinois
(40.124144, -89.148632)",""
Indiana,1339952,434696,297985,136711,2018,8,2017,2,"Indiana
(39.919991, -86.2818)","Indiana expanded its Medicaid program by adopting the VIII Group on February 1, 2015"
Virginia,914206,"","","",2016,12,2014,8,"Virginia
(37.510861, -78.666382)",""
Hawaii,332142,118388,22452,95936,2018,8,2017,3,"Hawaii
(21.361013, -157.854309)",""
District of Columbia,239847,52272,52272,0,2016,12,2014,8,"District of Columbia
(38.904785, -77.016275)",""
Washington,1575376,401033,383395,17638,2016,12,2014,5,"Washington
(47.411715, -120.592492)",""
Colorado,923526,176881,175576,1305,2016,12,2014,2,"Colorado
(38.998552, -105.547832)",""
New York,5992264,1494419,202684,1291735,2016,12,2014,12,"New York
(42.921241, -75.59655)",""
Ohio,3088522,705583,650881,54702,2017,9,2016,6,"Ohio
(40.415534, -82.70936)",""
American Samoa,36726,"","","",2017,7,2015,5,"",""
Delaware,197679,53063,4356,48707,2016,12,2014,3,"Delaware
(38.994926, -75.452394)",""
Washington,1806920,589011,576183,12828,2019,12,2017,12,"Washington
(47.411715, -120.592492)",""
New York,6162629,1933789,302217,1631572,2019,12,2018,5,"New York
(42.921241, -75.59655)",""
Kansas,402675,"","","",2018,8,2016,11,"Kansas
(38.484729, -98.38018)",""
South Carolina,1025519,"","","",2016,12,2014,1,"South Carolina
(33.878572, -80.864614)",""
Delaware,203039,59909,11033,48876,2017,9,2016,8,"Delaware
(38.994926, -75.452394)",""
Oregon,1006512,482718,401762,80956,2018,8,2017,1,"Oregon
(43.940449, -120.605279)",""
Virgin Islands,24528,9958,"",9958,2019,12,2018,3,"Virgin Islands
(18.060868, -64.840836)","Virgin Island expanded its Medicaid program by adopting the VIII Group on June 1, 2015"
Kansas,368230,"","","",2016,12,2014,12,"Kansas
(38.484729, -98.38018)",""
Oklahoma,660002,"","","",2018,8,2017,9,"Oklahoma
(35.583449, -97.508297)",""
Texas,4301381,"","","",2017,9,2016,4,"Texas
(31.447238, -99.317341)",""
Tennessee,1711583,"","","",2018,8,2016,12,"Tennessee
(35.842998, -86.343226)",""
Delaware,214229,64000,10348,53652,2017,9,2016,1,"Delaware
(38.994926, -75.452394)",""
American Samoa,36726,"","","",2016,12,2014,9,"",""
Virginia,984616,"","","",2017,7,2015,7,"Virginia
(37.510861, -78.666382)",""
Guam,35817,3209,"",3209,2017,9,2016,5,"Guam
(13.3532, 144.653198)",""
Utah,294788,"","","",2019,12,2018,6,"Utah
(39.323779, -111.678222)",""
Nevada,602985,210296,210296,0,2018,8,2017,1,"Nevada
(39.283294, -114.916992)",""
New Mexico,774658,196400,196400,0,2017,7,2015,1,"New Mexico
(34.421369, -106.108388)",""
